id,name,energy_kcal_per_100g,unit,serving_size,gtin13,image_url,product_url,source,created_at
242,fresh citrus fruit,48,g,150,,https://lokcal.app/images/242_fresh_citrus_fruit.jpg,,nevo,
243,fresh dates,139,g,24,,https://lokcal.app/images/243_fresh_dates.jpg,,nevo,
244,fresh goat cheese,207,g,30,,https://lokcal.app/images/244_fresh_goat_cheese.jpg,,nevo,
245,fresh sheep cheese,238,g,30,,https://lokcal.app/images/245_fresh_sheep_cheese.jpg,,nevo,
246,frikandel speciaal,230,g,100,,https://lokcal.app/images/246_frikandel_speciaal.jpg,,nevo,
247,fruit biscuit,396,g,30,,https://lokcal.app/images/247_fruit_biscuit.jpg,,nevo,
248,forest fruit,39,g,100,,https://lokcal.app/images/248_forest_fruit.jpg,,nevo,
249,fruit in juice,48,g,125,,https://lokcal.app/images/249_fruit_in_juice.jpg,,nevo,
250,fruit in syrup,65,g,125,,https://lokcal.app/images/250_fruit_in_syrup.jpg,,nevo,
251,soaked dried fruit,96,g,50,,https://lokcal.app/images/251_soaked_dried_fruit.jpg,,nevo,
252,cheese spread,260,g,30,,https://lokcal.app/images/252_cheese_spread.jpg,,nevo,
253,gateau,316,g,150,,https://lokcal.app/images/253_gateau.jpg,,nevo,
254,gelatin,352,g,7,,https://lokcal.app/images/254_gelatin.jpg,,nevo,
255,sweet pickled gherkins,27,g,50,,https://lokcal.app/images/255_sweet_pickled_gherkins.jpg,,nevo,
256,glasswort,14,g,50,,https://lokcal.app/images/256_glasswort.jpg,,nevo,
257,unprepared gnocchi,174,g,125,,https://lokcal.app/images/257_unprepared_gnocchi.jpg,,nevo,
258,hard goat cheese,396,g,30,,https://lokcal.app/images/258_hard_goat_cheese.jpg,,nevo,
259,pourable golden syrup,288,g,15,,https://lokcal.app/images/259_pourable_golden_syrup.jpg,,nevo,
260,gooseberries,49,g,150,,https://lokcal.app/images/260_gooseberries.jpg,,nevo,
261,gorgonzola cheese,359,g,28,,https://lokcal.app/images/261_gorgonzola_cheese.jpg,,nevo,
262,old gouda cheese,414,g,28,,https://lokcal.app/images/262_old_gouda_cheese.jpg,,nevo,
263,young gouda cheese,364,g,28,,https://lokcal.app/images/263_young_gouda_cheese.jpg,,nevo,
264,medium gouda cheese,370,g,28,,https://lokcal.app/images/264_medium_gouda_cheese.jpg,,nevo,
265,grape juice,65,g,240,,https://lokcal.app/images/265_grape_juice.jpg,,nevo,
266,grapefruit,37,g,250,,https://lokcal.app/images/266_grapefruit.jpg,,nevo,
267,grapefruit in syrup,66,g,125,,https://lokcal.app/images/267_grapefruit_in_syrup.jpg,,nevo,
268,grapefruit juice,34,g,247,,https://lokcal.app/images/268_grapefruit_juice.jpg,,nevo,
269,grapes,78,g,80,,https://lokcal.app/images/269_grapes.jpg,,nevo,
270,dried grated coconut,674,g,30,,https://lokcal.app/images/270_dried_grated_coconut.jpg,,nevo,
271,green asparagus,17,g,100,,https://lokcal.app/images/271_green_asparagus.jpg,,nevo,
272,dried green peas,315,g,100,,https://lokcal.app/images/272_dried_green_peas.jpg,,nevo,
273,green olives,113,g,15,,https://lokcal.app/images/273_green_olives.jpg,,nevo,
274,green sweet pepper,19,g,100,,https://lokcal.app/images/274_green_sweet_pepper.jpg,,nevo,
275,gruyere cheese,433,g,28,,https://lokcal.app/images/275_gruyere_cheese.jpg,,nevo,
276,guava (pink fleshed),75,g,100,,https://lokcal.app/images/276_guava_pink_fleshed.jpg,,nevo,
277,half fat custard,85,g,125,,https://lokcal.app/images/277_half_fat_custard.jpg,,nevo,
278,raw hamburger,239,g,100,,https://lokcal.app/images/278_raw_hamburger.jpg,,nevo,
279,hemp seed,592,g,30,,https://lokcal.app/images/279_hemp_seed.jpg,,nevo,
280,honey mustard dressing,299,g,30,,https://lokcal.app/images/280_honey_mustard_dressing.jpg,,nevo,
281,honeydew melon,30,g,134,,https://lokcal.app/images/281_honeydew_melon.jpg,,nevo,
282,hot chocolate,66,g,180,,https://lokcal.app/images/282_hot_chocolate.jpg,,nevo,
283,hummus,320,g,60,,https://lokcal.app/images/283_hummus.jpg,,nevo,
284,ice lolly,75,g,85,,https://lokcal.app/images/284_ice_lolly.jpg,,nevo,
285,iced doughnut,358,g,60,,https://lokcal.app/images/285_iced_doughnut.jpg,,nevo,
286,irish coffee,166,g,150,,https://lokcal.app/images/286_irish_coffee.jpg,,nevo,
287,jackfruit in water,18,g,100,,https://lokcal.app/images/287_jackfruit_in_water.jpg,,nevo,
288,redcurrant juice,42,g,240,,https://lokcal.app/images/288_redcurrant_juice.jpg,,nevo,
289,kaisoi,32,g,100,,https://lokcal.app/images/289_kaisoi.jpg,,nevo,
290,kaki,77,g,168,,https://lokcal.app/images/290_kaki.jpg,,nevo,
291,dried kidney beans,295,g,90,,https://lokcal.app/images/291_dried_kidney_beans.jpg,,nevo,
292,kipkorn,382,g,100,,https://lokcal.app/images/292_kipkorn.jpg,,nevo,
293,kiwi,64,g,69,,https://lokcal.app/images/293_kiwi.jpg,,nevo,
294,dutch kletskop biscuit,490,g,10,,https://lokcal.app/images/294_dutch_kletskop_biscuit.jpg,,nevo,
295,pointed spitskool,42,g,100,,https://lokcal.app/images/295_pointed_spitskool.jpg,,nevo,
296,kruidnoten,442,g,25,,https://lokcal.app/images/296_kruidnoten.jpg,,nevo,
297,chocolate covered kruidnoten,488,g,100,,https://lokcal.app/images/297_chocolate_covered_kruidnoten.jpg,,nevo,
298,kumquat,52,g,91,,https://lokcal.app/images/298_kumquat.jpg,,nevo,
299,dried lentils,306,g,60,,https://lokcal.app/images/299_dried_lentils.jpg,,nevo,
300,lime,41,g,67,,https://lokcal.app/images/300_lime.jpg,,nevo,
301,linseeds,477,g,15,,https://lokcal.app/images/301_linseeds.jpg,,nevo,
302,lion candybar,493,g,42,,https://lokcal.app/images/302_lion_candybar.jpg,,nevo,
303,liqueur 15-25%,242,g,30,,https://lokcal.app/images/303_liqueur_15-25.jpg,,nevo,
304,liqueur <15%,200,g,30,,https://lokcal.app/images/304_liqueur_15.jpg,,nevo,
305,liqueur >25%,291,g,30,,https://lokcal.app/images/305_liqueur_25.jpg,,nevo,
306,cream liqueur,294,g,30,,https://lokcal.app/images/306_cream_liqueur.jpg,,nevo,
307,liquorice,333,g,25,,https://lokcal.app/images/307_liquorice.jpg,,nevo,
308,yardlong beans,43,g,100,,https://lokcal.app/images/308_yardlong_beans.jpg,,nevo,
309,low alcohol beer,22,g,330,,https://lokcal.app/images/309_low_alcohol_beer.jpg,,nevo,
310,luikse waffle,446,g,100,,https://lokcal.app/images/310_luikse_waffle.jpg,,nevo,
311,lychees,72,g,100,,https://lokcal.app/images/311_lychees.jpg,,nevo,
312,m&m's w peanuts,511,g,49,,https://lokcal.app/images/312_mms_w_peanuts.jpg,,nevo,
313,madeira,166,g,60,,https://lokcal.app/images/313_madeira.jpg,,nevo,
314,maltesers,500,g,37,,https://lokcal.app/images/314_maltesers.jpg,,nevo,
315,mange-tout,33,g,100,,https://lokcal.app/images/315_mange-tout.jpg,,nevo,
316,marrowfat peas,108,g,160,,https://lokcal.app/images/316_marrowfat_peas.jpg,,nevo,
317,mars candybar,449,g,51,,https://lokcal.app/images/317_mars_candybar.jpg,,nevo,
318,marshmallows,329,g,28,,https://lokcal.app/images/318_marshmallows.jpg,,nevo,
319,matzes crackers,376,g,25,,https://lokcal.app/images/319_matzes_crackers.jpg,,nevo,
320,coconut meat,406,g,100,,https://lokcal.app/images/320_coconut_meat.jpg,,nevo,
321,deepfried berenklauw,214,g,100,,https://lokcal.app/images/321_deepfried_berenklauw.jpg,,nevo,
322,medlar,50,g,100,,https://lokcal.app/images/322_medlar.jpg,,nevo,
323,melon in syrup,80,g,100,,https://lokcal.app/images/323_melon_in_syrup.jpg,,nevo,
324,semi-skimmed milk,45,g,240,,https://lokcal.app/images/324_semi-skimmed_milk.jpg,,nevo,
325,whole milk,61,g,240,,https://lokcal.app/images/325_whole_milk.jpg,,nevo,
326,minced beef/pork,233,g,100,,https://lokcal.app/images/326_minced_beefpork.jpg,,nevo,
327,mixed dried fruit,256,g,40,,https://lokcal.app/images/327_mixed_dried_fruit.jpg,,nevo,
328,mixed nuts,656,g,30,,https://lokcal.app/images/328_mixed_nuts.jpg,,nevo,
329,mixed nuts with raisins,496,g,30,,https://lokcal.app/images/329_mixed_nuts_with_raisins.jpg,,nevo,
330,mon chou,316,g,30,,https://lokcal.app/images/330_mon_chou.jpg,,nevo,
331,muesli bar,455,g,30,,https://lokcal.app/images/331_muesli_bar.jpg,,nevo,
332,chocolate muesli,458,g,45,,https://lokcal.app/images/332_chocolate_muesli.jpg,,nevo,
333,mulberries,45,g,140,,https://lokcal.app/images/333_mulberries.jpg,,nevo,
334,multifruit juice,47,g,200,,https://lokcal.app/images/334_multifruit_juice.jpg,,nevo,
335,muscatel,162,g,100,,https://lokcal.app/images/335_muscatel.jpg,,nevo,
336,nectarine,36,g,140,,https://lokcal.app/images/336_nectarine.jpg,,nevo,
337,noodle soup,86,g,200,,https://lokcal.app/images/337_noodle_soup.jpg,,nevo,
338,nori dried seaweed,254,g,10,,https://lokcal.app/images/338_nori_dried_seaweed.jpg,,nevo,
339,old amsterdam,404,g,30,,https://lokcal.app/images/339_old_amsterdam.jpg,,nevo,
340,onions,37,g,100,,https://lokcal.app/images/340_onions.jpg,,nevo,
341,oven french fries,291,g,100,,https://lokcal.app/images/341_oven_french_fries.jpg,,nevo,
342,papaya,39,g,140,,https://lokcal.app/images/342_papaya.jpg,,nevo,
343,parmesan cheese,404,g,5,,https://lokcal.app/images/343_parmesan_cheese.jpg,,nevo,
344,passion fruit,52,g,18,,https://lokcal.app/images/344_passion_fruit.jpg,,nevo,
345,pate,360,g,100,,https://lokcal.app/images/345_pate.jpg,,nevo,
346,paturain,354,g,30,,https://lokcal.app/images/346_paturain.jpg,,nevo,
347,peach,40,g,150,,https://lokcal.app/images/347_peach.jpg,,nevo,
348,peaches in syrup,62,g,125,,https://lokcal.app/images/348_peaches_in_syrup.jpg,,nevo,
349,peanut biscuit,513,g,30,,https://lokcal.app/images/349_peanut_biscuit.jpg,,nevo,
350,peanut butter,654,g,32,,https://lokcal.app/images/350_peanut_butter.jpg,,nevo,
351,peanut sauce,247,g,32,,https://lokcal.app/images/351_peanut_sauce.jpg,,nevo,
352,peanuts,620,g,30,,https://lokcal.app/images/352_peanuts.jpg,,nevo,
354,chocolate coated peanuts,568,g,30,,https://lokcal.app/images/354_chocolate_coated_peanuts.jpg,,nevo,
355,pear juice,39,g,240,,https://lokcal.app/images/355_pear_juice.jpg,,nevo,
356,pears in syrup,64,g,250,,https://lokcal.app/images/356_pears_in_syrup.jpg,,nevo,
357,dried marrowfat peas,305,g,35,,https://lokcal.app/images/357_dried_marrowfat_peas.jpg,,nevo,
358,sweet orange pepper,28,g,100,,https://lokcal.app/images/358_sweet_orange_pepper.jpg,,nevo,
359,green pesto,444,g,45,,https://lokcal.app/images/359_green_pesto.jpg,,nevo,
360,red pesto,368,g,63,,https://lokcal.app/images/360_red_pesto.jpg,,nevo,
361,piccalilly,53,g,30,,https://lokcal.app/images/361_piccalilly.jpg,,nevo,
363,pickled canned peppers,14,g,100,,https://lokcal.app/images/363_pickled_canned_peppers.jpg,,nevo,
364,pineapple in juice,59,g,140,,https://lokcal.app/images/364_pineapple_in_juice.jpg,,nevo,
365,pineapple in syrup,69,g,125,,https://lokcal.app/images/365_pineapple_in_syrup.jpg,,nevo,
366,pineapple juice,47,g,240,,https://lokcal.app/images/366_pineapple_juice.jpg,,nevo,
367,pistachio nuts,592,g,30,,https://lokcal.app/images/367_pistachio_nuts.jpg,,nevo,
368,plums,40,g,66,,https://lokcal.app/images/368_plums.jpg,,nevo,
369,plums in syrup,65,g,100,,https://lokcal.app/images/369_plums_in_syrup.jpg,,nevo,
370,poeng bottlegourd,31,g,100,,https://lokcal.app/images/370_poeng_bottlegourd.jpg,,nevo,
371,pomegranate,91,g,150,,https://lokcal.app/images/371_pomegranate.jpg,,nevo,
372,raw spare rib,250,g,100,,https://lokcal.app/images/372_raw_spare_rib.jpg,,nevo,
373,port wine,156,g,75,,https://lokcal.app/images/373_port_wine.jpg,,nevo,
374,potato crisps,538,g,30,,https://lokcal.app/images/374_potato_crisps.jpg,,nevo,
375,potatoes,88,g,170,,https://lokcal.app/images/375_potatoes.jpg,,nevo,
376,prawn crackers,516,g,28,,https://lokcal.app/images/376_prawn_crackers.jpg,,nevo,
377,pretzel sticks,382,g,30,,https://lokcal.app/images/377_pretzel_sticks.jpg,,nevo,
378,prunes,199,g,40,,https://lokcal.app/images/378_prunes.jpg,,nevo,
379,soaked prunes,57,g,30,,https://lokcal.app/images/379_soaked_prunes.jpg,,nevo,
380,almond puff pastry,391,g,75,,https://lokcal.app/images/380_almond_puff_pastry.jpg,,nevo,
381,puffed rice cakes,392,g,10,,https://lokcal.app/images/381_puffed_rice_cakes.jpg,,nevo,
382,purslane,13,g,100,,https://lokcal.app/images/382_purslane.jpg,,nevo,
383,full fat quark,118,g,100,,https://lokcal.app/images/383_full_fat_quark.jpg,,nevo,
384,half fat quark,77,g,100,,https://lokcal.app/images/384_half_fat_quark.jpg,,nevo,
385,low fat quark,51,g,100,,https://lokcal.app/images/385_low_fat_quark.jpg,,nevo,
386,raw quinoa,354,g,45,,https://lokcal.app/images/386_raw_quinoa.jpg,,nevo,
387,rambol cheese,291,g,30,,https://lokcal.app/images/387_rambol_cheese.jpg,,nevo,
388,raspberries,37,g,125,,https://lokcal.app/images/388_raspberries.jpg,,nevo,
389,raspberries in syrup,71,g,125,,https://lokcal.app/images/389_raspberries_in_syrup.jpg,,nevo,
390,raw chestnuts,189,g,30,,https://lokcal.app/images/390_raw_chestnuts.jpg,,nevo,
391,raw pasta,356,g,56,,https://lokcal.app/images/391_raw_pasta.jpg,,nevo,
394,red lettuce,18,g,100,,https://lokcal.app/images/394_red_lettuce.jpg,,nevo,
395,red wine,82,g,150,,https://lokcal.app/images/395_red_wine.jpg,,nevo,
396,redcurrants,36,g,100,,https://lokcal.app/images/396_redcurrants.jpg,,nevo,
397,rempejek peanut biscuit,576,g,30,,https://lokcal.app/images/397_rempejek_peanut_biscuit.jpg,,nevo,
398,rhubarb,23,g,100,,https://lokcal.app/images/398_rhubarb.jpg,,nevo,
399,rhubarb puree,82,g,100,,https://lokcal.app/images/399_rhubarb_puree.jpg,,nevo,
400,ripe olives,162,g,15,,https://lokcal.app/images/400_ripe_olives.jpg,,nevo,
401,ripe plantain,138,g,100,,https://lokcal.app/images/401_ripe_plantain.jpg,,nevo,
402,rocket lettuce,22,g,100,,https://lokcal.app/images/402_rocket_lettuce.jpg,,nevo,
403,romaine lettuce,17,g,100,,https://lokcal.app/images/403_romaine_lettuce.jpg,,nevo,
404,roquefort cheese,357,g,30,,https://lokcal.app/images/404_roquefort_cheese.jpg,,nevo,
405,rose wine,71,g,150,,https://lokcal.app/images/405_rose_wine.jpg,,nevo,
406,rye bread,193,g,32,,https://lokcal.app/images/406_rye_bread.jpg,,nevo,
407,saint paulin,341,g,30,,https://lokcal.app/images/407_saint_paulin.jpg,,nevo,
408,vinaigrette salad dressing,593,g,30,,https://lokcal.app/images/408_vinaigrette_salad_dressing.jpg,,nevo,
409,salami,392,g,56,,https://lokcal.app/images/409_salami.jpg,,nevo,
410,salsify,76,g,100,,https://lokcal.app/images/410_salsify.jpg,,nevo,
411,salted biscuit,472,g,20,,https://lokcal.app/images/411_salted_biscuit.jpg,,nevo,
412,salty liquorice lolly,375,g,25,,https://lokcal.app/images/412_salty_liquorice_lolly.jpg,,nevo,
413,garlic sauce,246,g,30,,https://lokcal.app/images/413_garlic_sauce.jpg,,nevo,
414,sauerkraut cabbage,13,g,100,,https://lokcal.app/images/414_sauerkraut_cabbage.jpg,,nevo,
415,smoked beef sausage,240,g,75,,https://lokcal.app/images/415_smoked_beef_sausage.jpg,,nevo,
416,smoked pork sausage,340,g,50,,https://lokcal.app/images/416_smoked_pork_sausage.jpg,,nevo,
417,kelp seaweed,47,g,10,,https://lokcal.app/images/417_kelp_seaweed.jpg,,nevo,
418,seitan,198,g,85,,https://lokcal.app/images/418_seitan.jpg,,nevo,
419,seroendeng,609,g,15,,https://lokcal.app/images/419_seroendeng.jpg,,nevo,
420,shandy,42,g,330,,https://lokcal.app/images/420_shandy.jpg,,nevo,
421,shaoxing wine,0,g,,,https://lokcal.app/images/421_shaoxing_wine.jpg,,nevo,
422,sherry,111,g,60,,https://lokcal.app/images/422_sherry.jpg,,nevo,
423,skimmed milk,35,g,240,,https://lokcal.app/images/423_skimmed_milk.jpg,,nevo,
424,smoked sausage,254,g,50,,https://lokcal.app/images/424_smoked_sausage.jpg,,nevo,
425,fruit smoothie,56,g,250,,https://lokcal.app/images/425_fruit_smoothie.jpg,,nevo,
426,frikandelbroodje,327,g,100,,https://lokcal.app/images/426_frikandelbroodje.jpg,,nevo,
427,schuimpje,366,g,25,,https://lokcal.app/images/427_schuimpje.jpg,,nevo,
428,speculaas,469,g,15,,https://lokcal.app/images/428_speculaas.jpg,,nevo,
429,speculaas flavoured spread,579,g,15,,https://lokcal.app/images/429_speculaas_flavoured_spread.jpg,,nevo,
430,spekkoek,421,g,60,,https://lokcal.app/images/430_spekkoek.jpg,,nevo,
431,nasibal,298,g,100,,https://lokcal.app/images/431_nasibal.jpg,,nevo,
432,split pea soup,77,g,250,,https://lokcal.app/images/432_split_pea_soup.jpg,,nevo,
433,chocolate hazelnut spread,562,g,37,,https://lokcal.app/images/433_chocolate_hazelnut_spread.jpg,,nevo,
434,stewed tomatoes,59,g,100,,https://lokcal.app/images/434_stewed_tomatoes.jpg,,nevo,
435,stilton cheese,388,g,30,,https://lokcal.app/images/435_stilton_cheese.jpg,,nevo,
436,strawberries,29,g,150,,https://lokcal.app/images/436_strawberries.jpg,,nevo,
437,strawberries in syrup,71,g,100,,https://lokcal.app/images/437_strawberries_in_syrup.jpg,,nevo,
438,cheese stuffed sweet pepper,161,g,100,,https://lokcal.app/images/438_cheese_stuffed_sweet_pepper.jpg,,nevo,
439,sun-dried tomato,331,g,100,,https://lokcal.app/images/439_sun-dried_tomato.jpg,,nevo,
440,swede,30,g,100,,https://lokcal.app/images/440_swede.jpg,,nevo,
441,red sweet pepper,25,g,100,,https://lokcal.app/images/441_red_sweet_pepper.jpg,,nevo,
442,yellow sweet pepper,25,g,100,,https://lokcal.app/images/442_yellow_sweet_pepper.jpg,,nevo,
443,sweet white wine,96,g,150,,https://lokcal.app/images/443_sweet_white_wine.jpg,,nevo,
444,spekkie,334,g,25,,https://lokcal.app/images/444_spekkie.jpg,,nevo,
445,swiss chard leaf,29,g,100,,https://lokcal.app/images/445_swiss_chard_leaf.jpg,,nevo,
446,taai-taai dutch biscuit,353,g,25,,https://lokcal.app/images/446_taai-taai_dutch_biscuit.jpg,,nevo,
447,tangerines in syrup,59,g,100,,https://lokcal.app/images/447_tangerines_in_syrup.jpg,,nevo,
448,tannia,136,g,130,,https://lokcal.app/images/448_tannia.jpg,,nevo,
449,tannia leaves,19,g,100,,https://lokcal.app/images/449_tannia_leaves.jpg,,nevo,
450,tapioca,322,g,30,,https://lokcal.app/images/450_tapioca.jpg,,nevo,
451,tempeh,128,g,100,,https://lokcal.app/images/451_tempeh.jpg,,nevo,
452,thickened soup,36,g,250,,https://lokcal.app/images/452_thickened_soup.jpg,,nevo,
453,toffees,401,g,40,,https://lokcal.app/images/453_toffees.jpg,,nevo,
454,concentrated tomato puree,87,g,100,,https://lokcal.app/images/454_concentrated_tomato_puree.jpg,,nevo,
455,sieved tomato pack,39,g,100,,https://lokcal.app/images/455_sieved_tomato_pack.jpg,,nevo,
456,tomatoes,20,g,100,,https://lokcal.app/images/456_tomatoes.jpg,,nevo,
457,canned tomatoes,24,g,100,,https://lokcal.app/images/457_canned_tomatoes.jpg,,nevo,
459,tortilla,316,g,50,,https://lokcal.app/images/459_tortilla.jpg,,nevo,
460,tursu,24,g,100,,https://lokcal.app/images/460_tursu.jpg,,nevo,
461,turnip tops,17,g,100,,https://lokcal.app/images/461_turnip_tops.jpg,,nevo,
462,twix candybar,495,g,50,,https://lokcal.app/images/462_twix_candybar.jpg,,nevo,
463,vegetable oil,898,g,14,,https://lokcal.app/images/463_vegetable_oil.jpg,,nevo,
464,vermouth,150,g,60,,https://lokcal.app/images/464_vermouth.jpg,,nevo,
465,vine tomato,22,g,100,,https://lokcal.app/images/465_vine_tomato.jpg,,nevo,
466,vodka,234,g,44,,https://lokcal.app/images/466_vodka.jpg,,nevo,
467,water-soaked raisins,258,g,50,,https://lokcal.app/images/467_water-soaked_raisins.jpg,,nevo,
468,whisky,245,g,42,,https://lokcal.app/images/468_whisky.jpg,,nevo,
469,white asparagus,17,g,120,,https://lokcal.app/images/469_white_asparagus.jpg,,nevo,
470,white beans,105,g,90,,https://lokcal.app/images/470_white_beans.jpg,,nevo,
471,white bread bun,262,g,57,,https://lokcal.app/images/471_white_bread_bun.jpg,,nevo,
472,white cabbage,30,g,100,,https://lokcal.app/images/472_white_cabbage.jpg,,nevo,
473,white castor sugar,396,g,5,,https://lokcal.app/images/473_white_castor_sugar.jpg,,nevo,
474,currant bun,268,g,70,,https://lokcal.app/images/474_currant_bun.jpg,,nevo,
475,raw white rice,352,g,45,,https://lokcal.app/images/475_raw_white_rice.jpg,,nevo,
476,dry white wine,67,g,150,,https://lokcal.app/images/476_dry_white_wine.jpg,,nevo,
477,split peas,359,g,100,,https://lokcal.app/images/477_split_peas.jpg,,nevo,
478,yoghurt drink,57,g,200,,https://lokcal.app/images/478_yoghurt_drink.jpg,,nevo,
479,full fat yoghurt,56,g,150,,https://lokcal.app/images/479_full_fat_yoghurt.jpg,,nevo,
480,half fat yoghurt,50,g,150,,https://lokcal.app/images/480_half_fat_yoghurt.jpg,,nevo,
481,low fat yoghurt,37,g,200,,https://lokcal.app/images/481_low_fat_yoghurt.jpg,,nevo,
482,vanilla yoghurt,72,g,150,,https://lokcal.app/images/482_vanilla_yoghurt.jpg,,nevo,